businessID,category
8a_ci8y-96SjvdaK3eIoSw,chinese
ye-TSU-mu1Gd5TAJOpI5Mg,chinese
L6TMPOVeCy6tYDrb2SCpCQ,chinese
5a9rnHJ0FMxEJGgb5WMLIg,chinese
1XgqwPF8JN-OVYDaKmO6SQ,chinese
c9I4-T9wTlMmJEHb4obEdQ,chinese
tsTGTBrz2TqrYRgdr6vEJQ,chinese
3fBiB3slTfBpmf39vD7sJw,chinese
5ccJFGa6crpptt9tW0YKAA,chinese
NMX7QiEh1-ZhAY52t9-Iow,chinese
doh4MaWFToZ7f4rbfc3Mxg,chinese
j0tkph2po_37gtZ1ufxiow,chinese
CFUaimcfs4q8Y7vCkxraHg,chinese
2MxGdAiDLXG4cz0ZMH1CiA,chinese
rk8V5c1Wr5gVLKOaY0g4VQ,chinese
6ZUNlT0iiHUEwZ-46GQmrg,chinese
HM6cvh5A9LLBeb4Sca6fPA,chinese
y8Z9Tos6qtDVd0X0QVm70g,chinese
1ht9x2hqzpjfk6JaR8r7oA,chinese
bzr6GEQyjpgbkhHAsYaljQ,chinese
k_y6o8zqI3cODdKABwWZ9g,chinese
dk8T-DRrBWeZXUUm_mbdwQ,chinese
bVEvRibOk3dukWJ8TiU7GQ,chinese
GBwix4fH52ge9WRiPXmrbQ,chinese
okGVGuu-uQCKRfd3HGuuLA,chinese
kBSrDu4zJ_tr5npTOdhjvg,chinese
CBx1mz3jxBEoJOVaHSi0GA,chinese
Jr8S-deYDqbDoo-eJI7nyg,chinese
ZF-pkWLcWEK3K3DXssFj8g,chinese
2DlAPX4KBG8e7veOWYR6DQ,chinese
TFE8EAjOqkrHYM9jH6De0A,chinese
h-ULtMDeM-4psdx6UlL5Ng,chinese
4-hz17jhnNBsmOaev2Rr8A,chinese
Gh4TyhJSqL_24fplLvVpGw,chinese
jCJloBC-UGbJYz02OpJIvw,chinese
_hIxEP_Wd13cjNJ1tcf6KQ,chinese
X5wTIxiKmRk-dd1bjRLBfA,chinese
7FeUdDizBscZueMDaKdjGQ,chinese
JDv_pfBjuaU3BR7GC6GxRQ,chinese
rg81bHp68jmuajBaOqVR0A,chinese
GmtybiZEicQ4qqPTzhqVew,chinese
Mc-uTqSARIIvdE8Jn8a5Yw,chinese
W3XmpomxgjrVjrAE_Z55ow,chinese
fLq5j4fkFmPD6I2tt6dSWQ,chinese
tDYk6DmmU3buWBs9G0NBXQ,chinese
AlI7c_m9flexz49nzgam2g,chinese
xBTqo83cgF4TvCjKFjlwqQ,chinese
Xl0JBlbr-D4aICTMcYi5TA,chinese
QGXNIWYH0S8dGVDJoPs3OA,chinese
ZF2cnQJkPT1inCUaR7_JgA,chinese
HvwzpovfVUYPxWR6nogX-g,chinese
DhD-UUR3A0PHNuKwymd5ew,chinese
iFAAI-7NoceHYVybom5SyA,chinese
mRhPjOOf17Q-a8CwLbmBvA,chinese
rHA9M0XOJL6O11xaEiDurA,chinese
i4cyV13lYIS4mcJKZW75cA,chinese
Yj3pRPnIG05AjRfGP0Afjg,chinese
vsFGj_fQkrTmEoLaXU3DCA,chinese
gGF5MvJ1i4D5Uj7aJgY9jw,chinese
Hlqadgkg87_ZJf2otxTNww,chinese
bL2lVltPHfCeCabS51-pxQ,chinese
hDrPCldN8HJoQfK2a6t_uA,chinese
E2qpRYXvqPWklaSOvdnO4A,chinese
W8ZNzkFfHzKKfs6JGrMKLw,chinese
bMAsaXIDMActYCYCw0HcCQ,chinese
YOZT2UH5Cqyyon27pmjUfw,chinese
hkbPyRXEZzR5LInlY0FGGg,chinese
PeGGHXAPAvBkUVnrAPlwQQ,chinese
zPK48x2wvTmJTQ_13bbeRQ,chinese
H7kT9MKx1i4VGruZc04ktg,chinese
2rSmA4IK51QAQj60YGvjnw,chinese
EM6z-NkZ-q2KPWNY7aKvNw,chinese
42yAC0qRSLTYBcmdZs_9Dw,chinese
zv3QIA-xGfegH9EGpxgriQ,chinese
WtzSBeYkGkHSsCWrHX8-BQ,chinese
FTDkua3nlCHQeXcxRbhP3w,chinese
PgiqzwIfcV2eruGmNx77lw,chinese
l_RAv09V67j-Hm9dyZxWhw,japanese
dtk1Cstz5MHr-B1AOM_nXA,japanese
MmXZLVwWcYugi_TXSHmjeQ,japanese
7iY35991NhQ1AShJZCNZgA,japanese
6lUsFj0KCao678o9L7QwUw,japanese
dOxHYQmBR14Fa2C1X8oMMQ,japanese
7Q68kpPS6okcC8Kkw7g42A,japanese
4Jp0wdJXLpmgCwWv6o6YEQ,japanese
ieXKc6S3WlEiVkyxgaF9Ig,japanese
ONQRhDuWv0e9R5xOiI7YAA,japanese
SxKvgnkMMZdhBJcxxKQnww,japanese
Ms1p17KsYteDlkvHnllC2g,japanese
7EaiwMVaNdQibSs0yYkE5Q,japanese
KcOeFHAojaRDV-DxQJkfPA,japanese
diz6_4TVSP6EdWEZCZ0Acg,japanese
oB2cpcZNyjDklNqZN0n8hg,japanese
bnaeQCoBiQ7a5IfyBkrGCg,japanese
YC-wGlO0oOkEIaCEDZv-ag,japanese
J9UA6rzI5WW_cDGjwDnF5g,japanese
DdoubmNfPNRi9xNmcQ64ug,japanese
-Exv1AEsaKU6Cdb2TO_ZUg,japanese
_F29-1dkiBmDPSaKQ9_O0Q,japanese
diCW3Pj1PTVRSyol_d7cZw,japanese
TBp9gdS6xEbSQqffVZ7iag,japanese
itH4GH2Mw2D5n5kkQAtMog,japanese
VzstANC68PM1BbyOcDXEtw,japanese
mi3r8tPY-nHGfsl-9BGmBw,japanese
D6ZEcG1FCZ18nekMWrhgMg,japanese
CqQ2Og9kf-LhlUWtODalCQ,japanese
kjItczuC-FQa-nECT9VF8A,japanese
iGmQlzlI4g2ky8cogfDpnQ,japanese
wSGZA3DOFSUvALZRKCM_Sw,japanese
-J8VuX3wGrYSOBu2G0hMsw,japanese
wjIyCBEpCG_HRp8veiI0YQ,japanese
Cg5kGSXIelsKX9eqlHr31A,japanese
OD4um1mrqmeInzIDNNsF9g,japanese
flHcoaHEWxACgc-Vk9MsOQ,japanese
b3fuuJzb0uQDtVD3Zxe2Qg,japanese
8tcFpd0dcmfzbLgbTO4tdw,japanese
YoR6ouUwehLFnBQ7RAjPlw,japanese
aK2ipD9K8-usBw_gkvvJuw,japanese
Clumryf360iOnwpZ2ML8aw,japanese
479rycCXZojMT9S0cl8Oxg,japanese
FlZ1zdVEKWv7dwqm8Uw8-w,japanese
KHRrlw05_pv_fd8ntvS1xw,japanese
kCpKwCW49k3ImuI5cK6LSw,japanese
dEbI8l8o9mevbRdjANzsng,japanese
qU3ejLMndurKQTkM01gutg,japanese
SdESb_kSAV6b0WD813J4WQ,japanese
pNe8ZCkGTe4cXfKdOF7kYQ,japanese
LZg7F1_HSl3Nmwl54NQtqA,japanese
axqp3pGJXnTLgq2QrPyDyQ,japanese
QaEqD7q2GtmlovBOPC6yIQ,japanese
6FZf17rNThWKoF4EU18wnw,japanese
GfC7pvsvhZX4-QAeZ3z_Vg,japanese
2_zM-VTPBINeV74yqlho9w,japanese
5Akss-swwfyoSVeIsDBbvw,japanese
bHGETjP_InKy0sIVHFgHyw,japanese
HZWHBfeuP4Fb6y8b8uqnbA,japanese
qEe7nIhPfEL6L0-VYhWRrA,japanese
_IkMfWpOkQXRZtJAYJUJIw,japanese
00mykkev3tKCjTsKV60yOA,japanese
eRtceh_W_yniAfCqJni5Bg,japanese
QJTLAOMNvhV1_jPfcQ_qPw,japanese
ocnHpILS80DHL--34L8xpw,japanese
vX0_qcuVXoeeH1_24I8lSA,japanese
MLBqYHtCwACXgmKxYTFq3g,japanese
eQ4QUGvuHGBzsOrphsVc6A,japanese
0ePn6TQSJQky4ueKeGQvpQ,japanese
25KSIumOXSnysnUIGAhNYw,japanese
9ZNxYreHqLSsI48s2IohUw,japanese
t7BIiUN0tFg33kySuuQ0aQ,japanese
HaDG1Ymi8NVapPBfF4Uqiw,japanese
5ZgCfc1_fotAKUp7n3YJkQ,japanese
xFp3xSQ43J-i7nmJfNBsZA,japanese
TqbZpJv46ZyuA6E6AUPz7A,japanese
Vf38zUk09gMgEzg60BrACA,japanese
i8h1ghJN7NdZmvIE3T6-yg,japanese
ax4INkzwL__-d_kGJfcA-w,japanese
0vSAR3Ym2fuehBvHSZyqIQ,japanese
OLSSJIp8pu5UlugTF7tuHA,japanese
Hfq50FEuWpPgc9nXBOO1IA,japanese
lEH8EUPX3Zn_trHauIycYw,japanese
3Jr_9I2ouYHDNk8XWKdZ3w,japanese
ynR4-QgEOsE7VhNfIWo73w,japanese
u0qfikB-ppp6UwoNKqxlRw,japanese
kwq1W0opBnOYKoUXWYyQ5g,japanese
NVX44seKLzGm9Ena_of74g,japanese
Bm_OeNNmJ6Q8FXUDzGzfHw,japanese
Gb79W0yuQfJvu0V0SDC0Ag,japanese
pil3w2-2REoXBwEToYZ_tQ,japanese
bB8dHfAEJrF5tNcHr0yJjA,japanese
TWDUm1Vhga509lxtKof5og,japanese
4TQMO6AaKSXHMbKvGAf-gg,japanese
BPZfuPvSxCfoppU4lPFm0Q,japanese
72FarxYcWbvPfHC5IitJKg,japanese
FXimZKjpMjbDR20M2ruhvg,japanese
9QK3vhI04Q8ylqk49C3JcQ,japanese
zGAQqDu0Ak2khVYs9WdQxw,japanese
cqj7o7uZ_jboXL0BqO4YMg,japanese
aTzxrI2o3vH_HQkqeFszzg,japanese
m1cJLpDN4B-_0hGgPfe5OA,japanese
8cyRl5HIQzbkYD7orq223g,japanese
6EArjn_iacj-yGVLTKWuEQ,japanese
C5tqSSgVPfgtsJn3QnvDiQ,japanese
od-5v2v1HdGisEDAXotqeg,japanese
MwtXOkRUndPU-ivbtLD-bQ,japanese
uXsYr76zioJq7jjOKRwQog,japanese
NRJq2BNcbjqAyxUB_bw7gw,japanese
i8ejDDR4COtukAAA1Ls5fw,japanese
_2V0as8DZDwVxAi3ZJ0JkA,japanese
m6sYBuozGY1JhnHlBf1Bzg,japanese
7rxg-tWPc1jK7Cikn5R86g,japanese
FXFQJmhK6elesopXdhjvFQ,japanese
0uyNyorc1m-W0R4zd-wvhQ,japanese
yj4culC4vfNKWXdj5ZxJ4Q,japanese
7j6CGUCw93gEsYqSetCstw,japanese
s0Klxfd2XRZSrATjzEimBg,japanese
_jX0YO1PykUrRKCLo0WxIw,japanese
AAP2fFjya6uSkZXTzGlg7g,japanese
qVlDLz8Ri-ThAFJgYHuQ9A,japanese
U7gqQHSRFNYCad3qGLj3yQ,japanese
UI6YjZ34NnLdymKx2qf53g,japanese
W08oKnigMWp4FFiGF1NJVg,japanese
Fv6ueSQwc_ITpXEhybHvtA,japanese
lwPVHZJBjQbhR7gQ2rhpNw,japanese
zHsK9YUH3lv8VlQEAPw6gA,japanese
M9ocxj9j91I1Av32UKSeYA,japanese
PTYUAAJbEmvIv4EsyRrcnA,japanese
Exb6scc1mLuhsWrMLJqw9g,japanese
DW6QH9hNP5kgkg-5UDS9wQ,japanese
pqebqpVTT8bR_s9iEu8dOA,japanese
FxswnvW4Fat6dFYcQNaE7Q,japanese
6qK0MyhsXYLgMSPWZdleGA,japanese
mIhqKMgru4002wfrVW-Gfw,japanese
wH2hXRoFORQXF319oCGmWw,japanese
Up5xjxx_K-OEGAneVzE_UA,japanese
c9WNksyNtogFwZ1NZhlbNw,japanese
fDeC90b2ZqPQClL62jOUmw,japanese
Nukulm8uVSjn0zMWk_u4IA,japanese
kkVutuFSHhCd2Xtm_0ia2A,japanese
kesYSgOJW5krU6L8n9qQ4Q,japanese
D-E4HgANyW_PFEOLzTsLvw,japanese
PuiSQqVdC38FhwXtWOPJzw,japanese
hY80ALWhA_i1yqMA0L3ruA,japanese
IU7J-biFGBwrl6qKBPGStQ,japanese
iueVEi_vQxdAzdXs-8Fvrg,japanese
CnDMmAzrNJF64Y8QcelQAQ,japanese
vk7W3_sQwr7eZbRFsXv6rw,japanese
5QgBCrAbXbM1ORiqZDrBPQ,japanese
gISGVDOtqHhrZ9R1upgYtA,japanese
diiUjS6uHvbQRoiWOGKXsA,japanese
ZaJS8EKQNSaQpwpmgN-vVw,japanese
NCnOkzbyfzDltnBnJySfzw,japanese
Zjdtcex73QIz2_MvEvDrFQ,japanese
BaeUVrAj5f3YF1razW5bow,japanese
_FICyzFLQxR7N62I6qU94A,japanese
GknCLz8E_mC211psEX8lYg,japanese
URMoNyL_GskZ2Y7igUSxfg,japanese
fePu8xy0ir_ikZcS_vVSBA,japanese
kQa2W0D84lwO31QgUPoOLA,japanese
EBIjeMlkgU12CyCcUDj-kg,japanese
ULDVJYTT-47RqbLtlR_FUA,japanese
gDcpB3AnhXv9-NUf_3chEA,japanese
iHwhkW0LLlu81ZCir-lFQA,japanese
uCXsqMEfD12Rlmp1H09_Nw,japanese
JhJLPp6KuBcD3CHCkEKJ_A,japanese
-dXDKEy3i1DurRFkNPQ5Qg,japanese
HFn1sPqKSzvxaMk2n2ZtJw,japanese
6t5xWjPLWAjJV3YFMX_oaw,japanese
-BWRdjHW6CtMGIRLMxEVQQ,japanese
P_UREWCQxEYVbBa-KW_Wew,japanese
VaDTMmv1Yq7A4xBhd1Mb_Q,japanese
d5vREOMISnwoYEWlDpPAvw,japanese
wUu9WcGjP8KS6KlpARChyQ,japanese
v8y7NLCC25KY_lSbcs3UPA,japanese
g2Y6tEvxajhphg6mnUd7zQ,japanese
pou1-d7PENs6AD4mnt9P4g,japanese
xUD5j3fq3CExLfyV-GhHPA,japanese
QbrxrDFR7emcmg-niMTfew,japanese
n0SCwBzyUe13mDcxTp-ZTw,japanese
Ta1tudYs2rPuxo-Hcn7_NQ,japanese
ZO7oni3s8jNG6NUztCQRWQ,japanese
et9pAFtSvNOct9Qcmtcf7g,japanese
lY_gb_hNbit6GHBiOn3VeQ,japanese
aY8JCml1xlOg5a1BHn2DNQ,japanese
5UqEDoMZCrvhSKgCWg5GGw,japanese
pTMnHb_W3sKqS8oCzjHdVA,japanese
B8wHwGZCddRZ_T953FApxQ,japanese
f48yzy50jQDH7X5xFAluOw,japanese
apVwBCTi2rQUbFRrlq0wmg,japanese
fqr2YzqzG7q1ZsuP2klxww,japanese
nOyivdUQpQ0aNHD4lRVxSg,japanese
VVlHJ6_sJbRAodV5lCzBnA,japanese
IYlO-XRwjZlUl0yoKY87cA,japanese
dspLTxhT3Po_lgpUOnYLHg,japanese
HwNGdMK77O-EzKLpmwT7yw,japanese
YUupWsGbZx-bGea9fdmW4w,japanese
fv6gZQw8jUYUzGx_fYdI-g,japanese
4CAJ-JvgbzBdoWq1CXtCFw,japanese
CV--FymQcb51hxcnkpCTng,japanese
Xb-NlVV5gYKX2Amd_WeWoQ,japanese
7qvsMuRypQYg1Ux8kghybg,japanese
zJcxZQbTSAP3q4Fy-6WAyw,japanese
DggqVM54aBZG4XMmUCY2Og,japanese
nNAzEGkZnecQF0yZdYfMIg,japanese
PwrYnl3j3YCGzILX_5UHpw,japanese
k9SHpkjwlYnXZkSLVtl11w,japanese
dL6_XUUr_INX10IOMtSM0w,japanese
lIix5qMI4q5bfCTO4wxkgA,japanese
w0muQDL21sXLI4JmMxvnzQ,japanese
y_ylOQzCP-9D_4DcUIJ3jA,japanese
TeBthQZ2xpxyvXheS08ovw,japanese
lxQ-tzFmL1tmUqZUN-CSRQ,japanese
ty4e0IuaxihTlsckAVPeWw,japanese
xuAtvWwGXfWGnxYK5hYvZg,japanese
56PeolgNURAG4x6q7nanmw,japanese
AudBWxeAr3zHr1ITrTcVpg,japanese
LOFl1w5bXrAdDRAQ-vi3_A,japanese
4eAgPj7eKonKAtk64kgUfQ,japanese
CB-7kZ9u5fzhzYwPAIcelQ,japanese
LZ8qWYoScZ_DlOg4QYfo4w,japanese
BiFBVQwkCIurPP-ytstGwQ,japanese
wcs0Qm2PshPz0ifTsJK3YA,japanese
iPLwO2X4t3Axu02I_-U1CQ,japanese
xrZWbxETIF8qj6h4uvhJrQ,japanese
U0SmczzYhahOeRxftjBPSg,japanese
7OMGEtFWT6sdd9TVuoGqJQ,japanese
LcmRObvsi8JkxFCJ_l2_1g,japanese
0v2rI4CivY0nrQM3_W4VmA,japanese
3paq_lNru7Dkdjg5q97UAw,japanese
Qi1AoRNcFEX8etII_RZkFg,japanese
DX76JONqehHbcljtiD6kiw,japanese
itblJyiTY2h2ACidLk66oA,japanese
GG72AwlaBM90YdLvRJliFg,japanese
oIPpGBpDdi_Z_7hhXGvW8Q,japanese
d7X3d_siRqmj88ZZerXhsw,japanese
J85NKgA4tOgBAoqxu0vBNw,japanese
bGOZTD9O00OkVA1Pkt3OuQ,japanese
Ii8c5ybfIoCZf-H92pLfDg,japanese
wlgM8cU6BOm2sLGud-n-rw,japanese
QR1YIRzFjd2bi5iBzT9zXg,japanese
22CRLIEfJWIO-8RjEiecAg,japanese
QC8mHsBNu_PFEWI7eDmyLw,japanese
CZhWwJT5g84NahAE6hfDcw,japanese
je92kXXWjANmiN-dfwNapg,japanese
K84FS4X-Hj2Xt_uUCjwNIA,japanese
ckDKWs7pyXpRYi06sVedrA,japanese
sCx8tslal3pMurNyGFVjMQ,japanese
T2fE7hGS83Ba-QNCOqbK4A,japanese
UB5emSFilql0J10Jx4AHXA,japanese
X7G_sOUkfYVsZzA1WUuYwg,japanese
Er7NcWD3oy39q9ZCBVyxWw,japanese
-u9yPjmvZilrXYM8JlKG6w,japanese
i9W3EVA6FjB6lWWSEmhndA,japanese
-kLlgcwT_Sf8Riq8wziVeA,japanese
Pe4cQ65ZJ9qS8JQZVkJz4g,japanese
a8Lj13uc3Hhyjm0eYL90sw,japanese
VdAVjghEq_Zl-DDte0mjrw,japanese
RVfMXJ-149rpyJtAH0ejFg,japanese
oJZq1JmKalXXjqWRKfIjwA,japanese
KrJ6m_TkxBAPPSNH-G7rvQ,japanese
IS94JDTcq_WedBcj6P4qpQ,japanese
ZfuZ2byArGq-5j8zX8Afeg,japanese
1en3taVtoDPgtEDWHrFeog,japanese
8y8_xwiaBtCVYA4Jjx-5AQ,japanese
f0CAuvkgAByWo4ceT3u9uw,japanese
a5H9p1B6m6WPVjakPylvdA,japanese
IdZ5DnGnAEXcmz2jZXGFiQ,japanese
Rw4m0AKl1hIkRZMVQ3ueXw,japanese
pqqhHTz_ZpApsaWGa_zMTA,japanese
dskDbpvA0hI_7RjtoL6IKA,japanese
fL8LOuVbCzop2I9cGVvEUw,japanese
uUB8pP47svQpFfEN8lc2OA,japanese
e3JALGueMcc2eLXRK8HPNQ,japanese
vmoRGfd2xIAN-Ty0kiK_lA,japanese
wm_tAP0ZoL877jWfOwM29Q,japanese
ol_PK3GSRPi5F2KMV95a-Q,japanese
KBZQN540Xz6LbXLRVOMc0w,japanese
IeCKeGdVpW5K336gr9Ok7Q,japanese
u5V6wQQv3e4BmbyzUDYLNQ,japanese
-pab00ajP_NS1KGfILveYA,japanese
GMb4PDs1hf2201sLaGdsWg,japanese
zTW8HJHdhmI-VuJwo7zsFw,japanese
1_JEFOI19hAu3VoODcTUvw,japanese
GlPJPpKvPR4d8dmcSEYpdA,japanese
5qF6oqYOeivUbsVf1MsQAA,japanese
oHEKc3Og4v13ReftMolKZg,japanese
loXvaVYhzOO3xTYzntlVBg,japanese
zhkyBId_RIPyiOFE2R1PRg,japanese
3QIFBLKp2Z9zA-PXlUEQlg,japanese
fHHpSKT9u7PQBYaMW5cEkA,japanese
cZAh6BzEeMI5fofWeDvuhw,japanese
NUFdHBhmlzJAZv0IpYuOoA,japanese
EXsorzjQ3y3Oh5-m82lgtg,japanese
6TiQpgjHKqLcot2CVT3Iqw,japanese
mCorwiRo8rYJO5jGTFPzZQ,japanese
FJIa0eSaMIcAMba1hVYV3A,japanese
Ycz0lIQObftqCnJJvln2WQ,japanese
WYHvneJfkiWR9GnIHoS1Dw,japanese
YpIedbRiIE30QCGJiTx0ng,japanese
1blUj3PW4tIPhZNhAlGgFw,japanese
9xRIcn0jTyvWNH9aBO3oAA,japanese
03-WCL7HaShHkS5kAk6lVg,japanese
eyjeP9CJZ_gYgeJFP_vtpQ,japanese
vPbJRg5umcRMELTDsJik_A,japanese
4Eziz-iTjfj_pgxTo-StrQ,japanese
EzuRT_4vOrvWdHqZzEFf0w,japanese
eQFev6AKW5AHz7P6jt0Giw,japanese
vec8jeVbbSGzVlStl0Xp_Q,japanese
VaL9GaBR_GR-q9d1VzJF3g,japanese
0YE7vfpxTAiWvis8kpFGYw,japanese
LLHY7JMG16gYuJzDYRskRQ,japanese
_s56OqZ8zY-q4Jn9I_iVOg,japanese
vgHwR_1RQTHFjEXeY0oUnA,japanese
IPHolyNKu-W1DPJKxWvKQw,japanese
6gcGQJ20q0J-ODZ6srB3Ow,japanese
ipAsHykRvgJzpx5hD8vTJw,japanese
1HBtCnBGBYoq3zaQUxTbmg,japanese
HGLH-sa-Fp3X6UXcaG7U0g,japanese
Vv-ub2rzm5WTDl_T0fiS8A,japanese
JXhs2xAn5wgzf_mnWewkxQ,japanese
wJwbAYEyD_sTJsn_3KL8oQ,japanese
a7rM-AOM7_xi8AlWX-Thkg,japanese
u8seGm3CnP6RGEiimftUIQ,japanese
T_NaO3CgVSb1uIjxxa9OYA,japanese
M2bvOwAbCjLUvMbAF6h3-w,japanese
x593rd-PSjGje4Uks1FKEg,japanese
9AUVb5HNQl2117Nkl7sP-Q,japanese
1wawnv6mzqatgA17pukdZw,japanese
jR09vZmJnwKPw4DyMxgwnw,japanese
c869kkUkjPM5nSGeJqVosg,japanese
Y9RuXSHc0QxdPmzUP9m87g,japanese
NlgC8TjNuf8sy6qg2xpqsQ,japanese
dHBPdgXiYhbDig7BAZnH_A,japanese
jt-0y4RJ20ONbkxxNWG_Sw,japanese
VG0XPr9jSrgd8p5WPD1HaQ,japanese
09y5uyX7z41mjoA9fVF1bQ,japanese
LjAt-SP7BwIpp56TZHVsWA,japanese
cL8TLMCbs2B-vgy3SFtPGg,japanese
4qtJ_u-7-73ts5UPa6NBmA,japanese
I4Z8vyaZjbD2aS5xoMeF8Q,japanese
01hs_l54-211UuiJPI83lA,japanese
WlRZ4JEAVqtemQ5WQhFAFg,japanese
aq0SXPyy_dpFjcfvTDRxBA,japanese
UuiW2A-O11Q0baqSEUMvZA,japanese
_ysOWxPCLp0zILZWrREXoA,japanese
ElFVjpPTej8ji4eIFbld6g,japanese
jYia13i0CBwNXadzAAxLJg,japanese
hZDZ--W5gd7E0W8lz_feLg,japanese
xA1qtuegpy7skuVLb-CkQA,japanese
PrEnLJw9uovodSwkKlpP_g,japanese
SdszVJsDzwV4c3ayuA6BWQ,japanese
Gg3heBdQQ9Wr03icYIaIQA,japanese
cEeWgcPTf-NujmpQqXxcUg,japanese
73ORfmj4Et2DVWtroer50g,japanese
ZrzSDDj54aUlPqn4MQMKeQ,japanese
Ww3aAPf0sA5ygAXu2qV1ZQ,japanese
gSkAfUFw_iM2CX2FqC6TwA,japanese
U28l2acDK2k5PlssjzoCZA,japanese
0lZeHrKy9DLfBxek_oR3Kg,japanese
pEtbFnvo44XfWAMwBtWWSQ,japanese
3BYgbjo8MtaIyLZMdTxrOQ,japanese
HC18oDJ2svQoXIddP-wuyw,japanese
TbZ7mJqWuyJycLPNDrbY6A,japanese
MM5P9cKlzovYLcf5qf2SwQ,japanese
22uB5xk1aXPwRi9mc6bmOQ,japanese
2YkqGzOldh-gcSSFkvP44Q,japanese
BCGZ-0WSLEuLviYJuUXWjg,japanese
LTfR_0NiS7OIRCfkaAJg9w,japanese
njmOPpVZxIseG262NPfspA,japanese
8HhDFK48icqSni1E2-Cg5g,japanese
1rjxNwYpg0orCcZi0ku9Nw,japanese
JBBaGEwicrKyJQBvE2qJpw,japanese
91tQ4ToReVVCA5MTJi9gfw,japanese
0nYfyel0UwlI1qXHOjTw0w,japanese
_QxcsvPsYnOgPhiK6gzCfg,japanese
27ASh8-hTL5jp5d_WQGHxw,japanese
33CZJJ7m31vkj2eBQBvOUg,japanese
JiFp_mv7OgRonaWb-1n96A,japanese
L6MbVViZUG0SQQqWQc4MDQ,japanese
Hw6PFIFmH1_CHP0TVJdbBQ,japanese
o0G_zp_XgP6Pr-WY4LLHLQ,japanese
us2cegdaGlJRLbSLZsu54w,japanese
tznio-FInuk87Y15Dgq5iw,japanese
FKLNX5j_byvdkliG0-ygCA,japanese
ymb0SvFrlcWm6k_Gx5SYcQ,japanese
SKoMUaQewpMdj1Mg8QvBNw,japanese
Hkg4b2x8LlYbq2molIFdhw,japanese
qP0rfpzlC8gL_7JeipesRg,japanese
VR7vl4qSerSyEMpHc0Bp9w,japanese
N--h7x9gMLbu7EgCLZ_w9A,japanese
5w8CYpHKq8oQth42wSpt-g,japanese
aoqtpMb3jmIyuIBU3Sp0qg,japanese
2df-xQAswinocvoXMg1glQ,japanese
1e4J-25T_aXQ2QFiHL_yZg,japanese
Nb1f08r6EJSVTMY9MxY39Q,japanese
kvpSqh3q7r3HK3Tw-wXGEQ,japanese
YjDOSFuRWNp2d1znivWyIA,japanese
IsCVV0EmG6NXsV2RIYbZCw,japanese
S1yH5vdJh2L2UIb7zJ2OHg,japanese
d8qCvlsG3jwxQPZc_OGogQ,japanese
SUHJfh7H2NiQx8c5OWoAyQ,japanese
CYfO97BoPiqz3KRbJ8jbeg,japanese
5agbggvhHI_juAZRfCqtZw,japanese
qikiQkcPe40utb7uKDJMHQ,japanese
jsJdz6pvyYZjtut9vkUwBw,japanese
mZOsij0jxAUF3HM8rRMlFQ,japanese
tO6ktIDgzUQ4XOGR6-Vkvw,japanese
wm9vD7JetCskxM7RV2CTbA,japanese
g9IFea9brBr8j8awcdOBOw,japanese
P6lp4sbzK29yQAMnEqe9dA,japanese
qf3H--hFVPt5GPpHpMoX6Q,japanese
ruBUmEgfRVu7M6i64XMQ9Q,japanese
242duaE9aarDFCh_tvsfUQ,japanese
h8vOeyK0ubtWS75B1McYxQ,japanese
xSQp3Bj7b52PntW4ygsHaQ,japanese
k8YJDry6_pbPIiCPeK-6mQ,japanese
8cFOJd4dTkkE7EFUns8kGQ,japanese
kAM_S06FQlhtSSyrzrJb6w,japanese
inp9N7bo9zqQSa8h8UBhqg,japanese
1VulIvaA95_ZjBIs1O0sxQ,japanese
k4QfaFoqtpEZ1LZylJZqww,japanese
cLxp5gIPWIhmvpmdPo7BsA,japanese
bu7k1pBrfbhGzYao3YoHsg,japanese
X73hpslpgeJNhVohYIUzfQ,japanese
HsMExJ0PYZnFACK_T1iUBg,japanese
0Lnp_fi3gI2bfJ8RcMDfjg,japanese
6xPlSpyxE3PLJVeRvt2BwQ,japanese
tT6teP3ZfCAfvdPdDoqG4A,japanese
5h-57YHVpnnl8fV_jMkQvg,japanese
EXEDl7BOLZksz3Uy_RVFhw,japanese
uMZ7xLqeJy1yIweKWe9eNg,japanese
s8W7-_v13OFJ-671FpL23w,japanese
k00zstBtruOkpzJ81FNglw,japanese
5kufgNH-OuUBDPaDQIEtzw,japanese
kA0z_4_TG_kYfCPXDzbmBw,japanese
jwO3r6QVi_h9KxUFYetKuQ,japanese
m1LMuSbxtps7WNGM38scWA,japanese
FwUeXKY9oGSYYg2M3ZdMuQ,japanese
NiosoLeT66--O2BOUlI_GA,japanese
-fRgp3gv0-R6y9YOJX8ZVA,japanese
MGFJ4Uyum3azN7TAvq3Jyg,japanese
Q_rT0lwuW8rJ6kGBYxPWkw,japanese
xrkXQcbqyS2T_YC7Box79w,japanese
alFl7eiu6Go-YxZAdp88Fw,japanese
ShKgMIUHOqpxB1Up0gDEEA,japanese
g8i7ZoTri1fUGkaIM6fP9A,japanese
sgw7_RcDSN5UcMPeviegFA,japanese
0U8ZIVp80VzerGR2m_H48g,japanese
x1vyHnuyuRoJRRLzRb7Nog,japanese
FejGWEDDsGG8fPkWaZUZ6w,japanese
87x1XzjA1CZvII84NfUW2A,japanese
QW1czVOqwkNet53Km_BIyQ,japanese
