businessID,name,address,coordinates,numberOfReviews,rating,zipCode,category
EXEDl7BOLZksz3Uy_RVFhw,Yamato,"168 7th Ave, Brooklyn, NY 11215","40.67192, -73.97758",289,4.0,11215,japanese
uMZ7xLqeJy1yIweKWe9eNg,Kyoto Sushi,"161 Nassau Ave, Brooklyn, NY 11222","40.7250777468913, -73.9470219435913",176,4.0,11222,japanese
s8W7-_v13OFJ-671FpL23w,Inaka Japanese Fusion,"8318 3rd Ave, Brooklyn, NY 11209","40.6252403259277, -74.030647277832",235,4.0,11209,japanese
k00zstBtruOkpzJ81FNglw,Kinzan Omakase,"259 6th Ave 10 Downing St, New York, NY 10014","40.72925218976233, -74.00272363048948",20,5.0,10014,japanese
5kufgNH-OuUBDPaDQIEtzw,Tokyo House,"5648 Riverdale Ave, Bronx, NY 10471","40.9056206, -73.9040833",112,4.0,10471,japanese
kA0z_4_TG_kYfCPXDzbmBw,Shogun Hibachi,"111-16 Queens Blvd, Forest Hills, NY 11375","40.7181533187701, -73.8374032882996",180,4.0,11375,japanese
jwO3r6QVi_h9KxUFYetKuQ,Miyako Sushi,"642 Amsterdam Ave, New York, NY 10025","40.79116, -73.97288",273,3.5,10025,japanese
m1LMuSbxtps7WNGM38scWA,A-un Brooklyn,"156 Knickerbocker Ave, New York, NY 11237","40.70416, -73.92799",19,4.5,11237,japanese
FwUeXKY9oGSYYg2M3ZdMuQ,Noz 17,"458 W 17th St, New York, NY 10011","40.74387, -74.00658",11,5.0,10011,japanese
NiosoLeT66--O2BOUlI_GA,Bay Sushi,"29 Bay Ridge Ave, Brooklyn, NY 11220","40.638618, -74.034637",104,4.5,11220,japanese
-fRgp3gv0-R6y9YOJX8ZVA,Warude,"385 Tompkins Ave, Brooklyn, NY 11216","40.6846262, -73.9440354",153,4.0,11216,japanese
MGFJ4Uyum3azN7TAvq3Jyg,YY Sushi,"2368 Flatbush Ave, New York, NY 11234","40.61229679625992, -73.9257981",19,5.0,11234,japanese
Q_rT0lwuW8rJ6kGBYxPWkw,Asea Fusion,"4120 8th Ave, Brooklyn, NY 11232","40.64588, -73.99915",386,4.0,11232,japanese
xrkXQcbqyS2T_YC7Box79w,My Sushi,"7920 Eliot Ave, Middle Village, NY 11379","40.724807980357, -73.8793373825363",150,4.5,11379,japanese
alFl7eiu6Go-YxZAdp88Fw,Go! Go! Curry!,"12 John Street, World Trade Center Stadium, New York, NY 10038","40.709869, -74.009124",408,4.0,10038,japanese
ShKgMIUHOqpxB1Up0gDEEA,Himitsu,"15702 Northern Blvd, Queens, NY 11354","40.76351, -73.808041",21,5.0,11354,japanese
g8i7ZoTri1fUGkaIM6fP9A,Souen,"326 E 6th St, New York, NY 10003","40.7266693115234, -73.9873733520508",353,3.5,10003,japanese
sgw7_RcDSN5UcMPeviegFA,Kakurega Sushi,"133-44 37th Ave, Flushing, NY 11354","40.760567, -73.833354",112,4.0,11354,japanese
0U8ZIVp80VzerGR2m_H48g,Mikawa Japanese Fusion,"7407 3rd Ave, Brooklyn, NY 11209","40.631832, -74.027361",44,4.5,11209,japanese
x1vyHnuyuRoJRRLzRb7Nog,Northern Sushi & Sashimi,"15314 Northern Blvd, Flushing, NY 11354","40.764489, -73.811344",171,4.5,11354,japanese
FejGWEDDsGG8fPkWaZUZ6w,Miso Sushi,"328 E 6th St, New York, NY 10003","40.72674, -73.98722",21,4.0,10003,japanese
87x1XzjA1CZvII84NfUW2A,Buddha - Bar Restaurant New York,"62 Thomas St, New York, NY 10013","40.71669, -74.00734",164,3.5,10013,japanese
QW1czVOqwkNet53Km_BIyQ,Tataki Japanese Restaurant,"3 Lispenard St, New York, NY 10013","40.72067, -74.00486",183,3.5,10013,japanese
LHcpOjPtc8QQCrFiRFjWyA,Slow Loris,"556 Flatbush Ave, Brooklyn, NY 11225","40.66031214204085, -73.96079581205663",183,4.0,11225,japanese
McAV86dWnAAfdGEfOt6BYw,Sushi Take Out Enjoy,"171-15A Northern Blvd, Flushing, NY 11358","40.7581089031825, -73.7952290475369",106,4.0,11358,japanese
nrJtX2BcYW1e1zdokH_aGg,Mottsu,"285 Mott St, New York, NY 10012","40.72427, -73.99448",166,3.5,10012,japanese
W0_Rdy8PlbAvS9K9ggkBfA,Wasabi Sushi & Bento,"200 Broadway, Fulton Street Station, New York, NY 10038","40.7104944709691, -74.0087553486228",131,4.0,10038,japanese
Gp3K-AFm3Ap8WG5R0nF7DQ,Mikado,"525 6th Ave, New York, NY 10011","40.73727, -73.99723",179,3.0,10011,japanese
1TEsPWu212B918MtgiSu3g,Jintan,"10th St & 1st Ave, New York, NY 10009","40.7288289984002, -73.9841578558473",49,4.0,10009,japanese
T8lCM6e5A4nA-epOogQzUA,Sapps,"2888 Broadway, New York, NY 10025","40.805631, -73.96527",29,4.0,10025,japanese
o_wJLgX-q5cTYq__-g4w0Q,Sushi By Bou - Bayside,"38-29 Bell Blvd, Bayside, NY 11361","40.765803, -73.771918",44,4.0,11361,japanese
D1V7ZadUtUPuYYlpDA1BOQ,Sakura Of Japan,"570 8th Ave, New York, NY 10018","40.75472, -73.99129",38,4.0,10018,japanese
MAd2l4Cmgk8r8v0FxIBsVQ,Yummy Machi,"2236 Forest Ave, Ste 3, Staten Island, NY 10303","40.626408, -74.164168",80,4.5,10303,japanese
I9nt0X_e_MlOz_rUwFt_Fg,Global Kitchen,"1290 Ave Of Americas, New York, NY 10019","40.7606671573033, -73.9788367502624",123,3.0,10019,japanese
Uev0cXa6nx1rZP07kmCHow,Sushi Katsuei,"357 6th Ave, New York, NY 10014","40.7322599, -74.0009199",139,3.5,10014,japanese
7USePx0k_ENmwrw625X9kA,Jin Ramen Sushi,"66-41 Fresh Pond Rd, Unit Store 11385-0000, Ridgewood, NY 11385","40.707732, -73.897234",119,4.0,11385,japanese
skL_mmJRGkLTrdYhy3rnlg,Sushi Hatsune,"50 Eldridge St, New York, NY 10002","40.715995320569505, -73.9927898728603",59,4.5,10002,japanese
qNmHq3ST2bBinAN-TatwSg,Mirakuya - Brooklyn,"727 Flushing Ave, Brooklyn, NY 11206","40.7004883125668, -73.9435394480824",72,4.0,11206,japanese
vHs2lZOqcyuv5uO-OOs_Sg,To Date Japanese Food,"768 57th St, Brooklyn, NY 11220","40.637337, -74.008481",73,4.5,11220,japanese
WOonEFdSaK224ew1c0Oa7w,Tenzan 89,"1714 2nd Ave, New York, NY 10128","40.779579, -73.950103",201,3.5,10128,japanese
C83_0TlJdnKSKwkaH62DKA,Japan Express,"E 71st St, New York, NY 10021","40.768702, -73.960223",13,4.5,10021,japanese
kxcdTBv7LbWwLrp7ovvdsQ,Sake No Hana,"145 Bowery, New York, NY 10002","40.719138693410265, -73.9941548158991",60,3.5,10002,japanese
ldNAjLZ9sAM0PbPcJtz5Jg,Inaka Asian Cuisine,"597 Vanderbilt Ave, Brooklyn, NY 11238","40.679565, -73.967819",264,4.0,11238,japanese
KGD7hsGHd3KpiEGOApZLvQ,Mikaku Sushi,"85 Kenmare St, New York, NY 10012","40.72136, -73.99675",176,3.5,10012,japanese
XYnQoq_hlqFtC-5AKLT3BQ,Wasabi Steak and Sushi,"55 Richmond Ter, Staten Island, NY 10301","40.64415345387884, -74.0752153",37,4.0,10301,japanese
II7C8s_nkPXfttDq_vHmGA,Gyu-Kaku Japanese BBQ,"620 Amsterdam Ave, New York, NY 10024","40.79046, -73.97322",76,3.5,10024,japanese
Utp7letJ4wutRJ2zUdvOUw,Sushi Akio,"71-45 Yellowstone Blvd, Forest Hills, NY 11375","40.721302, -73.854805",174,4.0,11375,japanese
l5d-2dxd1gXRMIDMVG7QKw,Hiyake Omakase - Brooklyn,"165 Bedford Ave, Brooklyn, NY 11211","40.71841, -73.95694",26,3.5,11211,japanese
tFFLetrWW6-7KW74eryspQ,Mama Sushi,"3569 Broadway, New York, NY 10031","40.82733, -73.95013",467,3.5,10031,japanese
GzY2EjCmGNgvRd7IE20fTA,Wei West,"235 Murray St, New York, NY 10282","40.7149792560543, -74.0148960394593",241,3.0,10282,japanese
AT8y2hH3zcALOhJPzb_hiw,Kiku Asian Bistro,"163 5th Ave, Brooklyn, NY 11217","40.67751528847935, -73.97959202674274",283,4.0,11217,japanese
VxMT2lqRY9wZOxVaXupltQ,Okozushi,"376 Graham Ave, Brooklyn, NY 11211","40.71565, -73.9444",51,4.0,11211,japanese
b2G2C5Y44qeDIXFMQfyH-Q,Koko Sushi,"214 1st Ave, New York, NY 10009","40.73047, -73.983",42,3.0,10009,japanese
FgRJsieXorHgI-2XzGxh5A,Nikko Hibachi,"177-21 Union Tpke, Fresh Meadows, NY 11366","40.7262971, -73.7906424",426,3.5,11366,japanese
5llQecdr7h5XY2tNu405pg,MIkado,"109 W 14th St, New York, NY 10011","40.73794032945504, -73.99744418855835",16,4.0,10011,japanese
bokNBgAa9rmMMO8dkZVR1w,Rice & Miso,"134 Nevins St, Brooklyn, NY 11217","40.6845436245203, -73.9837776124477",105,4.5,11217,japanese
7ShtxVe1ecYSjbKysm0T_A,Narita Japanese Cuisine,"107-08 70th Rd, Forest Hills, NY 11375","40.7207696997636, -73.8455943382979",297,3.5,11375,japanese
HRXgz_hyH25NhHpCb2FDqg,Mr. Sushi Japanese Restaurant,"58-12 Myrtle Ave, Ridgewood, NY 11385","40.7003286, -73.9010076",29,4.5,11385,japanese
QVc7uzk07IaBAcgXs_l_fg,Tonkatsu Me,"2323 Borden Ave, Long Island, NY 11101","40.74015, -73.94649",6,5.0,11101,japanese
FlAK0QXHIMqW6koDhs7DXA,Junko Sushi,"33-02 Broadway, Astoria, NY 11106","40.76093, -73.92381",289,3.5,11106,japanese
c5tDD7auWMWEevkyxXBjUg,Mochidoki,"1035 3rd Ave, New York, NY 10065","40.83620632164437, -73.90276971532296",28,4.5,10065,japanese
_38aK1-V0qZ4AbS8IZBH5w,Yellowstone Sushi,"6673 Selfridge St, Forest Hills, NY 11375","40.7171838, -73.8569771",48,4.0,11375,japanese
TJnjrhgKvsA8hoDObUECdg,Sushi Mumi,"130 St Marks Pl, New York, NY 10009","40.726696, -73.983565",15,4.5,10009,japanese
ximYJ5yL5XEPoDx4NqayTQ,Sakura,"124 Fifth Ave, Pelham, NY 10803","40.91284, -73.80861",108,4.0,10803,japanese
oI-7XNSVyM0T82LyIGLIxw,Sayori Japanese Restaurant,"1440 Forest Ave, Staten Island, NY 10302","40.62422, -74.13663",70,4.0,10302,japanese
7HJrtpB0mo8tndvxOkN31w,Kitaro,"510 Amsterdam Ave, New York, NY 10024","40.78685, -73.97585",155,3.0,10024,japanese
CK-SCG1A80dyLbjBNhCXNA,Akami Sushi,"1773 First Ave, New York, NY 10128","40.7805099, -73.9469147",57,3.0,10128,japanese
xTt0A8bfOB7XZUFbnEdR0A,Tomo Sushi - Grill,"642 Mclean Ave, Yonkers, NY 10705","40.9091545055549, -73.8787972927094",179,4.0,10705,japanese
FNrDScArM1q8_mbrqzSMTQ,3rd Floor Brooklyn,"359 Manhattan Ave, Brooklyn, NY 11211","40.7166, -73.94657",16,5.0,11211,japanese
8hxvfFZH4kPp35kH5DhnIw,Kumo Sushi,"165 W 72nd St, New York, NY 10023","40.7785911560059, -73.9808349609375",199,3.0,10023,japanese
IBGq73DGjR7rfnFEsTthcA,Sugi Sushi,"3799 E Tremont Ave, Bronx, NY 10465","40.82516, -73.82025",100,4.0,10465,japanese
xvFf1wuKPSzl1zUnHy8ZKw,Sushi of Gari Tribeca,"130 W Broadway, New York, NY 10013","40.716780367583, -74.0084709183102",154,3.5,10013,japanese
rN347NNwQ0hDSlbedzI9BQ,Kai Sushi Asian Fusion,"1475 Williamsbridge Rd, Bronx, NY 10461","40.84362, -73.84565",302,4.0,10461,japanese
xAEs5QnuL8uMNWjmUGpK7g,Fushimi Bay Ridge,"9316 4th Ave, Brooklyn, NY 11209","40.61727, -74.03101",469,3.5,11209,japanese
kPU4ctTBxWpZT_JB2lH7FQ,Sushi by Bou Flatiron,"922 Broadway, New York, NY 10010","40.73992, -73.9894",13,3.5,10010,japanese
b3XJAx3ru9FxB5gIxPZogg,3 Guys Sushi,"530 Forest Ave, Staten Island, NY 10310","40.6301613, -74.107872",79,4.0,10310,japanese
TuoXbiDqhFBJiyAXpcOLuA,Genji Sushi Kano,"1095 6th Ave, Whole Foods  Market, New York, NY 10036","40.75465, -73.98476",10,3.5,10036,japanese
hB8uar0OD_K1XAo4kWNL-Q,Tori Bien,"220 East 9th St, New York, NY 10003","40.72952, -73.98826",20,4.0,10003,japanese
rNptJ_I_TIhx0H0Znxdcug,Omakase Sushi by No  Name,"114 Eldridge St, New York, NY 10002","40.71819, -73.99184",20,4.5,10002,japanese
T3KK5s1HaPGokXEc5Z8vOg,Zen Fusion Cuisine,"79-28 Parsons Blvd, Fresh Meadows, NY 11366","40.7205142, -73.8093901",244,3.5,11366,japanese
6Uh0whZI_LgLGYATzL3S4w,Tibetan Japanese Restaurant,"7526 37th Ave, Jackson Heights, NY 11372","40.749017, -73.890112",73,4.0,11372,japanese
MCatEhGo5Zwe3Wnhr1HX-A,Tokyo Hibachi Steak House & Sushi,"18416 Horace Harding Expy, Fresh Meadows, NY 11365","40.7397786666437, -73.7898874282837",192,3.5,11365,japanese
RS2_imjEBK3H5fc-mCwZng,Shota Omakase,"50 S 3rd St, Brooklyn, NY 11249","40.71361533, -73.9661744",11,4.5,11249,japanese
NQbh8zKPqILV6WeYSOM-yQ,Makana Hawaiian & Japanese BBQ,"2245 1st Ave, New York, NY 10029","40.79568, -73.93599",199,3.0,10029,japanese
G_C-murI79nWDtR10h14XA,Frenasia,"16335 Crossbay Blvd, Howard Beach, NY 11414","40.65144614151171, -73.8374656",284,3.5,11414,japanese
-_lMhackD4Y7iAnD7pxQtg,Yaya Tea - Elmhurst,"86-12 Whitney Ave, Elmhurst, NY 11373","40.74175, -73.87853",95,4.0,11373,japanese
KWUbRuU_BevKsXlbZhMbjw,Shinpi Omakase,"121 Madison Ave, Store 3, New York, NY 10016","40.745301, -73.984527",2,5.0,10016,japanese
BlBBmx4sLmoRW0tORiMDHQ,Hado Sushi & Thai Cuisine,"138-40 86th Ave, Briarwood, NY 11435","40.707672, -73.8170807268747",373,3.5,11435,japanese
x67ykjBpxm3FrPSbnpBrmQ,Sushi Ko,"212 E 52nd St, New York, NY 10022","40.756591796875, -73.9692993164062",33,2.0,10022,japanese
m4LsYh1uad-k6Bfyd4bIrA,Bamboo Ya,"69-12 Austin St, Forest Hills, NY 11375","40.72149, -73.84905",222,4.0,11375,japanese
VD9yTAWO6Xm43n84I6AEcQ,Teriyaki One,"42 W 56th St, New York, NY 10019","40.762965, -73.976602",11,3.5,10019,japanese
u641PRSq7yCSfAcell-QiA,Oki Japanese,"4511 Queens Blvd, Sunnyside, NY 11104","40.7435273, -73.9193266",91,3.5,11104,japanese
XfOCJ841dL9fPBY_BAyayA,SOBOKU,"276 Smith St, Brooklyn, NY 11231","40.682529, -73.99346",17,5.0,11231,japanese
yono7ZJcU1KiqfC-xUMaIA,Japan Village,"934 3rd Ave, Brooklyn, NY 11232","40.65597, -74.00641",299,3.5,11232,japanese
8b7Nr6624zlBJTf8zYyrLw,Mama Sushi,"237 Dyckman St, New York, NY 10034","40.8661259, -73.9277212",862,3.0,10034,japanese
2CMgTjJoC3II30mxRy-G8A,Mira Sushi - Queens,"153-11 Union Tpke, Flushing, NY 11367","40.7197252, -73.810429",257,3.5,11367,japanese
ciJkcDZ5kCh5D0wWyvvipw,Mura,"370 5th Ave, Brooklyn, NY 11215","40.671502, -73.984717",212,4.0,11215,japanese
FfUc69vNKeTkGqdpnq0giQ,Fansway Teriyaki & sushi ,"1513A Myrtle Ave, Brooklyn, NY 11237","40.6992860185837, -73.9152270555496",35,4.0,11237,japanese
lQgMrqcMZghWd45VIhkUAA,Koto Sushi,"263 Flatbush Ave, Brooklyn, NY 11217","40.680029, -73.974163",186,4.0,11217,japanese
FU3_u6uZ5d5Zli_XffQnlg,Dr. Clark,"104 Bayard St, New York, NY 10013","40.71618, -73.99981",132,3.0,10013,japanese
z-QCeERogFu_oIjCfxRW4Q,Abumi Sushi,"209 E 26th St, New York, NY 10010","40.7405014038086, -73.9812469482422",66,3.0,10010,japanese
tku05qRnWxN1P54mJZ-t1g,Nagoya Sushi,"1907 Kings Hwy, Brooklyn, NY 11229","40.61052, -73.954472",269,3.5,11229,japanese
G4wEio98s2cR7nvXGqkj_A,Sushi By Bou Astoria,"41-17 Broadway, Astoria, NY 11103","40.7584544, -73.9174967",10,4.5,11103,japanese
E0P_uDZ1wXzsno7ixF6LAQ,Teriyaki 365,"42-02 Northern Blvd, Long Island City, NY 11101","40.75242, -73.92141",19,4.5,11101,japanese
6J6u3doRNRrewj4_N_QgPA,Yamashiro,"466 Myrtle Ave, Brooklyn, NY 11205","40.69326, -73.9666",162,3.5,11205,japanese
oMDKIzPJWkh99UuUP_4ikg,MI-NE Deli,"496 6th Ave, New York, NY 10011","40.73623, -73.99723",12,4.5,10011,japanese
JVNH3KfshX0ZcAe7_UJFAw,Glaze Teriyaki,"145 N 4th St, Brooklyn, NY 11211","40.7161440086706, -73.95907391147544",101,3.5,11211,japanese
KdLP9XehfVmNonUg8O6taA,Bamboo Ya,"97-11 Queens Blvd, Rego Park, NY 11374","40.729853, -73.860697",328,3.5,11374,japanese
yBIxpidB7TzMRZogAucvfg,Happy Kitchen,"80-12 37th Ave, Jackson Heights, NY 11372","40.7494341, -73.8859037",111,3.5,11372,japanese
Rl-d6ox5msWljzRh9grsnQ,Chikurin,"1777 Ocean Ave, Brooklyn, NY 11230","40.61875, -73.95484",246,3.5,11230,japanese
f1lSLfhuOW4IIt78gVGovQ,Yummy Japanese Grill & Sushi Bar,"1758 1st Ave, New York, NY 10128","40.780097, -73.946632",93,3.5,10128,japanese
py1zfy48JMV6tMZRvgxMKA,Palace of Japan,"3505 Johnson Ave, Bronx, NY 10463","40.88612, -73.91",207,3.5,10463,japanese
wQxJkDpO3kOSBRSsRi3CaA,Jade Eatery And Lounge,"1 Station Sq, Ste 2, Forest Hills, NY 11375","40.718933, -73.845291",825,3.5,11375,japanese
dAK5-ftIdu4IK7MRUFizuA,Tenzan,"7117 18th Ave, Brooklyn, NY 11204","40.615196904117965, -73.99382154313888",335,3.5,11204,japanese
H7zi5B1g3kKd4WC8vItbKg,GoFish SushiBox,"570 Lexington Ave, Urbanspace, New York, NY 10022","40.75686, -73.97228",16,3.0,10022,japanese
hHzngEBZs7iLE42Zv3MHXg,Resobox  East Village,"91 E 3rd St, New York, NY 10003","40.72482, -73.98779",12,4.5,10003,japanese
CKBku3Flj5Nh8VA6ZH-q2w,Sake Sushi,"328 Church Ave, Brooklyn, NY 11218","40.64379, -73.976709",201,3.5,11218,japanese
0ulyt5W8P0Gd3i8VsdrrKA,Primal Fusion,"20 W 39th St, New York, NY 10018","40.751878, -73.983591",1,5.0,10018,japanese
wxaHK5BNaWBGqkGUbMFizA,MOMO Test Kitchen,"80 58th St, Brooklyn, NY 11220","40.64668840877675, -74.0222605716466",11,5.0,11220,japanese
9rSBlX-8OuAQblXHiekViA,Abace Sushi,"695 9th Ave, New York, NY 10036","40.76215, -73.99015",62,2.5,10036,japanese
I66F8wR77s4v4pX4OUHXEw,Jungo Sushi,"48-11 43rd Ave, Sunnyside, NY 11104","40.74481, -73.91585",63,3.5,11104,japanese
94rbbfGsUIER8bysytaWPw,Beard Papa's,"4024 College Point Blvd, Unit B-1, Flushing, NY 11354","40.7574069471889, -73.8354960456491",153,4.0,11354,japanese
gDH_inc7otqEi05TGTiaoQ,Ganda Sushi Express,"80-08 Surrey Pl, Jamaica, NY 11432","40.726161, -73.789268",172,4.0,11432,japanese
_tII-JpeU67AJgq1gRqg_w,Yumi,"802 Pelham Pkwy, Pelham Manor, NY 10803","40.893762, -73.820514",212,3.5,10803,japanese
R3IrcACdEcsDr0c_b1eEng,Sushi Sushi,"1504 Amsterdam Ave, New York, NY 10031","40.81852, -73.95275",388,3.5,10031,japanese
UQJl-bmX9-IKaeZYrhfK6Q,MariNe Handroll,"135 W 41st St, New York, NY 10036","40.75482616219435, -73.9857693",1,5.0,10036,japanese
LISxCdWXxmxbGALJi6phCg,Kumo Sushi,"33-23 Francis Lewis Blvd, Flushing, NY 11358","40.766842, -73.789809",29,4.0,11358,japanese
kIXRfa42eX1J8rnLgMGt9A,Mito,"210-35 26th Ave, Bayside, NY 11360","40.7777335, -73.7797385",159,3.5,11360,japanese
VWlidaImhVzgyVQRbhXsew,Fugu Sushi,"6804 Bay Pkwy, Brooklyn, NY 11204","40.612165, -73.983628",174,3.5,11204,japanese
8vYNqvS2PMN00xTT6WBzHA,New Tomo Japanese Cuisine,"86-12 37th Ave, New York, NY 11372","40.750061, -73.880056",257,3.5,11372,japanese
CvSOAN2WWzLRGND4vN1xtA,A1 Asian Fusion,"2071 7th Ave, New York, NY 10027","40.807897, -73.948765",126,3.0,10027,japanese
dX3EgCZzY17GZC_ob5DsfA,Dragon Sushi,"2072 Frederick Douglass Blvd, New York, NY 10026","40.80194, -73.95694",35,4.0,10026,japanese
2LVPVD23cv4Si9NbT6_iTA,SUGARFISH | Williamsburg,"157 Wythe Ave, Brooklyn, NY 11249","40.7191053, -73.9607222",16,4.0,11249,japanese
6Gra4M9dOXcjYzi611KwKg,A Sushi,"71-44 Austin St, Forest Hills, NY 11375","40.7195491343737, -73.8432513177395",167,4.0,11375,japanese
wv3-eFVYUaZo3XybsSnDIg,Mizu Sushi,"311 Bedford Ave, Brooklyn, NY 11211","40.7133185, -73.9618969",199,3.5,11211,japanese
pehKHPaU7Zgqf5SQ0MZmLA,Bread & Butter,"303 5th Ave., New York, NY 10001","40.7466099, -73.98568",243,2.5,10001,japanese
9yTwuznxkJo9JZl7KBZ0zw,Hibachi Express,"536 E 14th St, New York, NY 10009","40.729499, -73.978765",28,3.5,10009,japanese
iOP5--ysHdx8tllieeSsig,Sushi Jun,"875 3rd Ave, New York, NY 10022","40.75722, -73.96919",10,3.0,10022,japanese
_Et1FBmNfvHw-LzR8DqqTw,Salmon Sushi,"1077 Bay St, Staten Island, NY 10305","40.61655, -74.06775",14,4.5,10305,japanese
7oPmGC2fDsVXLodiuhEMAg,Mr. Wasabi,"4232 Bell Blvd, Bayside, NY 11361","40.7621359, -73.770445",235,3.5,11361,japanese
w7p3TTQaTG3jFFYWHrNnUg,Union Sushi,"3630 Union St, Flushing, NY 11354","40.762855, -73.828025",174,4.0,11354,japanese
BCg5O26hQnVX7OOepNLK6w,Blue Ribbon Sushi Bar at Hudson Eats,"225 Liberty St, Hudson Eats, New York, NY 10281","40.71239405599477, -74.015424",160,3.5,10281,japanese
tQiNC90K4ebVAglXcqx1Iw,Sushi Family,"3809 Union St, Fl 1, Flushing, NY 11354","40.76141, -73.82678",166,3.5,11354,japanese
sYQ6fEQm5akGeURh1V1L9Q,Dongwon Sushi & Tuna,"41-19 162nd St, Flushing, NY 11358","40.7608166, -73.8038933",92,3.5,11358,japanese
9hyc0Xf04WCPP0fGDH_PAQ,Poke Time,"844 2nd Ave, Unit  3, New York, NY 10017","40.7515735, -73.970671",9,3.0,10017,japanese
6sKZ6zf24PQo00FENVDlFw,Salute Revolving Sushi,"39-16 College Point Blvd, New York, NY 11354","40.7585, -73.83467",12,4.0,11354,japanese
P_RNungaIf6FZdzEWkoQ0g,Sakura of Japan,"29 John St, New York, NY 10038","40.709761, -74.008546",166,3.5,10038,japanese
J7rKTVqz2a-O9OxGW5BfSg,Mama Yoshi Mini Mart,"17-11 Grove St, Queens, NY 11385","40.703226, -73.911191",10,5.0,11385,japanese
FGSHyzOteuQudWXqrIU95w,Sanma,"10 Akron St, Staten Island, NY 10314","40.612021, -74.1587734",193,3.5,10314,japanese
a5-ChYM1t2Fl019KLPVBNw,Rakuzen AYCE Sushi - Elmhurst,"89-23 Queens Blvd, Elmhurst, NY 11373","40.734813, -73.87346412883555",198,3.5,11373,japanese
VKumFZfT7f_FVFWjbPBAhA,Hagane,"161-02 Crossbay Blvd, Howard Beach, NY 11414","40.65558, -73.8394",161,3.5,11414,japanese
OaZEhQDf4AVYDhyK3WuVjA,Deep Blue,"John F Kennedy International Airport, Terminal 5, Jamaica, NY 11430","40.6460790022017, -73.7775236548709",375,3.0,11430,japanese
VxouUuPQkyZ67qOWJ-aLvw,Sushi Q Japanese Restaurant,"1610 Crosby Ave, Bronx, NY 10461","40.84424, -73.83035",128,3.5,10461,japanese
YDcm61sM_BP_FKmFLgoPAw,Ohana,"500 City Island Ave, Bronx, NY 10464","40.85233, -73.78896",176,3.0,10464,japanese
0CXOlOPhQSSg3lSs27GOTA,Joyo Asian,"79-17 Myrtle Ave, Glendale, NY 11385","40.70302, -73.87014",30,4.0,11385,japanese
FsHqkVb0kmLq1VW7P-xz1A,Tomo Japanese Fusion,"1077 Flushing Ave, Brooklyn, NY 11237","40.70465, -73.9292399",177,3.0,11237,japanese
fxR-FgY70-DGrZ23QEjlXg,Sushi on Jones,"600 11th Ave, New York, NY 10036","40.76234491151574, -73.99675770582147",18,2.5,10036,japanese
5v3q73ejbIGkJAiGKKSwqA,Kiku,"766 Nostrand Ave, Brooklyn, NY 11216","40.67238098695852, -73.9504424482584",11,4.5,11216,japanese
bnCZgNyG9FRXRy7g2-rcMw,Yoshi Japanese cuisine,"5827 Ave T, Brooklyn, NY 11234","40.61572, -73.9180499",113,4.0,11234,japanese
QpPcrp2hQQ5KUg_X6SIirA,Tanoshi Tei,"1374 York Ave, New York, NY 10021","40.7677002, -73.952919",7,3.5,10021,japanese
AFisWoWm0pfxEi1dMYitKw,Kyoto,"115 Smith St, Brooklyn, NY 11201","40.6877593994141, -73.989501953125",246,4.0,11201,japanese
2txI-FAVf7q0SHNPcnjm7Q,Longevousjoy,"6610 Bay Pkwy, Brooklyn, NY 11204","40.61312, -73.98246",345,3.5,11204,japanese
-_CFxv3MGtmB9zjls52R4g,Ban Ban Shop,"2911 Broadway, New York, NY 10023","40.80656, -73.96529",18,4.0,10023,japanese
_byoUiZdZvS1QE_Szbvu0w,Wasabi Point,"76-18 Woodside Ave, Elmhurst, NY 11373","40.74327, -73.88814",62,4.0,11373,japanese
pFUZEEN4B-yp0785xHyoqA,Kumo Sushi II,"512 Court St, Brooklyn, NY 11231","40.67636, -73.99908",87,3.5,11231,japanese
8_36jHn9tVJ4V7aBMhhLJw,River Japanese Cuisine,"37-18 Main St, Lower Level, Flushing, NY 11354","40.7609944, -73.83086",368,3.0,11354,japanese
vHtV8WkFec0mlWfDmm9R2Q,Wakamatsu,"70-18 Grand Ave, Maspeth, NY 11378","40.727527, -73.892302",128,3.5,11378,japanese
1GnRQ4jyz9STASHI96YmYQ,Kawaii Sushi,"82-19 153rd Ave, Howard Beach, NY 11414","40.6662516, -73.851745",99,3.5,11414,japanese
9MIkAs75TQzdwljVkUoZEg,Rakuzen,"6408 Fort Hamilton Pkwy, Brooklyn, NY 11219","40.63112, -74.00903",308,3.0,11219,japanese
U0Rjd30PLWG7uQY9ZzqUmw,Kanji Sushi Hibachi - Ridgewood,"64-19 Myrtle Ave, Queens, NY 11385","40.70123, -73.89176",11,5.0,11385,japanese
h7eetr6J6CK24s7Cgcn-ew,Oishii Sushi Japanese,"3704 Ditmars Blvd, Astoria, NY 11105","40.7737096, -73.9075253",117,3.5,11105,japanese
zQvjlzYDx1srnYO_zXHjYg,Sapporo Sushi House,"1650 Richmond Ave, Staten Island, NY 10314","40.6083516, -74.16348",112,3.5,10314,japanese
gNDaXUNnl1B1NKyoMN6x5Q,Fuji Japanese Cuisine,"11327 Queens Blvd, Forest Hills, NY 11375","40.71751822948803, -73.83488764908878",339,3.0,11375,japanese
